;:category;:sales;:date;:unit;:name;:ean;:profit;:category-id;:vat;:weight;:id;:qty
578;Soki, nektary, inne napoje niegazowane;1.99;2018-11-10;szt;SOK KUBUŚ 100% MULTIWITAMINA 300ml PET;5901067401555;0.62;070305;5;0.300;222695;1.000
579;Mleko świeże;15.00;2018-11-10;szt;MLEKO ŚWIEŻE MLECZNA ZAGRODA 3,2% 1l PET;5908235956367;1.63;060803;5;1.000;222738;7.000
580;Woda;7.27;2018-11-10;szt;WODA ŻYWIEC ZDRÓJ LEKKO GAZ. 6X1,5l;5900541000505;0.01;070101;23;9.000;222876;1.000
581;Margaryna stołowa;17.48;2018-11-10;szt;MARGARYNA DELMA EXTRA 450g;8711200535422;2.12;060302;5;0.450;223025;6.000
582;Jogurty ;2.84;2018-11-10;szt;JOGURT BAKOMA NATURALNY 150 g;5900197000034;-1.32;060802;5;0.150;223144;2.000
583;Jogurty ;4.16;2018-11-10;szt;JOGURT BAKOMA GRECKI NATURALNY 400g;5900197012723;0.85;060802;5;0.400;223225;1.000
584;Prasa;1.84;2018-11-10;szt;SUPER EXPRES 1 3;9770867872065;0.43;030201;8;1.000;223261;1.000
585;Prasa;6.11;2018-11-10;szt;FAKT;9771731711060;1.43;030201;8;1.000;223266;3.000
586;Telefonia;8.13;2018-11-10;szt;DOŁADOWANIE PLUS 5;5908310583020;0.43;030501;23;1.000;223281;2.000
587;Telefonia;16.26;2018-11-10;szt;DOŁADOWANIE PLUS 10;5908310583044;0.90;030501;23;1.000;223282;2.000
588;Telefonia;40.65;2018-11-10;szt;DOŁADOWANIE PLUS 50;5908310583082;2.24;030501;23;1.000;223288;1.000
589;Telefonia;8.13;2018-11-10;szt;DOŁADOWANIA ORANGE 10;5907441060974;0.45;030501;23;1.000;223296;1.000
590;Wędliny pakowane;17.57;2018-11-10;szt;KABANOS EXCLUSIVE DROBIOWY TARCZYŃSKI 120 g;5908230510328;3.77;060605;5;0.120;223449;3.000
591;Papierosy;87.73;2018-11-10;szt;PAPIEROSY P&S RED 100;4030600049303;5.74;030103;23;1.000;223462;9.000
592;Akcesoria do papierosów;0.24;2018-11-10;szt;ZAPAŁKI CZECHOWICE (D) A10;5908280900025;0.08;030101;23;1.000;223648;2.000
593;Artykuły przemysłowe inne;3.13;2018-11-10;szt;REKLAMÓWKA Z UCHEM CENTRUM DEGR./N.LOGO;5907228003477;0.96;110202;23;1.000;223811;7.000
594;Cukier;3.69;2018-11-10;szt;CUKIER BIAŁY 1KG;5906340630011;0.21;121001;8;1.000;223925;2.000
595;Wódka;31.86;2018-11-10;szt;WÓDKA WYBOROWA 40 % 700ml;5900191013924;6.87;010405;23;0.700;225437;1.000
596;Przyprawy;1.21;2018-11-10;szt;CENOS SÓL STOŁOWA 1KG;5900977004047;0.25;120708;23;1.000;225509;1.000
597;Piwo w puszce;3.08;2018-11-10;szt;PIWO WARKA RADLER CZARNA PORZECZKA 500ml PUSZ;5902746642054;0.73;010302;23;0.500;225839;1.000
598;Wędzonki waga;40.87;2018-11-10;kg;SZYNKA KONSERWOWA WIEPRZOWA LUZ;2900892000000;9.93;040408;5;1.000;226037;1.980
599;Kiełbasy cienkie waga;20.96;2018-11-10;kg;KIEŁBASA SWOJSKA DOBROWOLSCY kg;2900567000000;6.18;040403;5;1.000;226088;0.734
600;Mielonki, bloki waga;18.77;2018-11-10;kg;POLĘDWICÓWKA KRÓLEWSKA DOBROWOLSCY kg;2900713000000;2.06;040405;5;1.000;226113;1.240
601;Przekąski;5.45;2018-11-10;szt;CHIPSY STAR CHIPS SER I CEBULKA 250g;5900259073266;1.53;120101;8;0.250;226122;1.000
602;Przekąski;9.42;2018-11-10;szt;CHIPSY STAR CHIPS ŚMIETANA CEBULKA 130g;5900259073143;2.82;120101;8;0.130;226127;3.000
603;Przekąski;3.05;2018-11-10;szt;CHIPSY STAR CHIPS PAPRYKA 130g;5900259073112;0.85;120101;8;0.130;226129;1.000
604;Wędzonki waga;72.48;2018-11-10;kg;SZYNKA HRABINY DOBROWOLSCY kg;2900849000000;1.43;040408;5;1.000;226134;3.684
605;Desery, serki, kefiry;2.24;2018-11-10;szt;DANONKI SASZETKA WANILIA 70g;59055846;0.57;060801;5;0.070;226429;1.000
606;Desery, serki, kefiry;2.24;2018-11-10;szt;DANONKI SASZETKA TRUSK.DANONE 70g;59055853;0.84;060801;5;0.070;226430;1.000
607;Wędliny pakowane;3.80;2018-11-10;szt;PARÓWKI BERLINKI Z KURCZĄT 250g;5901664003749;0.44;060605;5;0.250;226474;1.000
608;Desery, serki, kefiry;3.32;2018-11-10;szt;DESER MONTE CHOCO FLAKES/WAFFLE STI 125g;4014500511269;0.98;060801;8;0.125;226475;1.000
609;Kurczak Waga [z];76.47;2018-11-10;kg;FILET Z PIERSI KURCZAKA PODWÓJNY kg;2100076010991;-16.48;040105;5;1.000;226655;7.348
610;Kiełbasy cienkie waga;10.52;2018-11-10;kg;KIEŁBASA WIEJSKA PREMIUM KABANOS kg;2900631000000;3.09;040403;5;1.000;226690;0.354
611;Soki, nektary, inne napoje niegazowane;4.02;2018-11-10;szt;NAPÓJ Z ALOESU PURE PLUS 500ml;8809125063011;0.98;070305;23;0.500;226887;1.000
612;Mydła;1.59;2018-11-10;szt;MYDŁO W KOSTCE LUKSJA CREAMY ROSE 90g;5900998006297;0.42;020205;23;0.090;226907;1.000
613;Sosy mokre;11.28;2018-11-10;szt;MAJONEZ WINIARY DEKORACYJNY 300ML;7613035303881;2.74;120709;8;0.300;227056;2.000
614;Wędliny pakowane;5.29;2018-11-10;szt;SZYNKA EKSPORTOWA PL.KRAKUS 120g;5900567015613;1.50;060605;5;0.120;227842;1.000
615;makaron;7.48;2018-11-10;szt;MAKARON LEON KUCHARZ CEGIEŁKA 250g;5904072000935;1.33;121003;5;0.250;227873;5.000
616;Zupy;1.99;2018-11-10;szt;ZUPA AMINO NUDLE FASOLOWA 63g;8712100679216;0.82;120712;5;0.063;228016;1.000
617;Przekąski;9.24;2018-11-10;szt;CHIPSY LAY'S ZIELONA CEBULKA 140 g;5900259076793;2.04;120101;8;0.140;228905;2.000
618;Przekąski;10.09;2018-11-10;szt;CHIPSY LAY'S KARBOWANE ZIEL.CEBULKA 140 g;5900259076717;2.87;120101;8;0.140;228907;2.000
619;Przekąski;9.24;2018-11-10;szt;CHIPSY LAY'S PAPRYKA 140 g;5900259076816;2.04;120101;8;0.140;228909;2.000
620;Przekąski;4.62;2018-11-10;szt;CHIPSY LAY'S FROMAGE 140 g;5900259076779;0.97;120101;8;0.140;228910;1.000
621;Przekąski;1.23;2018-11-10;szt;PAŁECZKI KUKURYDZIANE OK 60g;5908235946313;0.47;120101;5;0.060;229123;1.000
622;Soki, nektary, inne napoje niegazowane;1.89;2018-11-10;szt;NAPÓJ NAPPI JABŁKO-MIĘTA 250ml BUT;5908235948973;0.49;070305;5;0.250;229129;2.000
623;Marynaty i sałatki rybne pakowane;5.29;2018-11-10;szt;FILETY ŚLEDZIOWE W SOSIE ŚMIETANOWYM 250g;5902353020443;1.14;060604;5;0.250;229607;1.000
624;Wędzonki waga;11.84;2018-11-10;kg;SZYNKA Z WADOWIC DOBROWOLSCY kg;2900947000000;3.89;040408;5;1.000;229625;0.302
625;Herbaty pozostałe;2.92;2018-11-10;szt;HERBATA VITAX FAMILY ŻURAWINA 24*2g;5900175432406;0.73;120602;23;24.000;230133;1.000
626;Kiełbasy cienkie waga;13.30;2018-11-10;kg;KIEŁBASA Z KIJA KAROL kg;2900564000000;4.93;040403;5;1.000;230541;0.562
627;Masło;8.56;2018-11-10;szt;MASŁO OSEŁKA MLECZNA ZAGRODA 300g;5909000773714;1.64;060303;5;0.300;230706;1.000
628;Mielonki, bloki waga;3.75;2018-11-10;kg;KURCZAK W GALARECIE DUDA kg;2900719000000;0.97;040405;5;1.000;232927;0.278
629;Środki do czyszczenia;8.28;2018-11-10;szt;SPRAY CIF UNIVERSALNY 500ML;8710908435676;2.50;020501;23;0.500;232937;1.000
630;Karma dla kotów;7.17;2018-11-10;szt;KARMA D/K.MR CAT SASZETKA MIX 4X100g;5909000774582;1.67;130102;8;0.400;233234;2.000
631;Karma dla psów;2.03;2018-11-10;szt;KARMA MR DOG D/P WOŁOWINA WARZYWA 415g;5909000775145;0.62;130103;8;0.415;233240;1.000
632;Karma dla psów;3.69;2018-11-10;szt;KARMA MR DOG D/P KURCZAK WARZYWA 1250g;5909000775169;0.60;130103;8;1.250;233242;1.000
633;Karma dla kotów;4.06;2018-11-10;szt;KARMA MR CAT D/K KURCZAK WARZYWA 415g;5909000775206;1.36;130102;8;0.415;233244;2.000
634;Karma dla kotów;14.19;2018-11-10;szt;KARMA MR CAT D/K WOŁOWINA WARZYWA 415g;5909000775213;4.56;130102;8;0.415;233245;7.000
635;Karma dla kotów;4.06;2018-11-10;szt;KARMA MR CAT D/K ŁOSOŚ PSTRĄG 415g;5909000775220;1.24;130102;8;0.415;233246;2.000
636;Soki, nektary, inne napoje niegazowane;1.32;2018-11-10;szt;NAPÓJ TYMBARK JABŁKO-KIWI N/G 250ml BUT;5900334010544;0.32;070305;5;0.250;233265;1.000
637;Soki, nektary, inne napoje niegazowane;2.37;2018-11-10;szt;NAPÓJ NAPPI POMARAŃCZA 1,5l ASEPT;5909000770591;0.62;070305;5;1.500;233337;1.000
638;Soki, nektary, inne napoje niegazowane;2.37;2018-11-10;szt;NAPÓJ NAPPI JABŁKO-WIŚNIA 1,5l ASEPT;5909000770577;0.62;070305;5;1.500;233339;1.000
639;Wędzonki waga;19.44;2018-11-10;kg;MIELONKA TYROLSKA JBB kg;2900977000000;5.09;040408;5;1.000;233506;1.150
640;Przekąski;3.86;2018-11-10;szt;CHRUPKI CHEETOS SPIRALS 145g;5900259067999;1.08;120101;5;0.145;233853;1.000
641;Warzywa konserwowe;8.52;2018-11-10;szt;SZPARAGI KONSERWOWE LE BARON 330 g;9001458022942;1.57;120711;8;0.205;234796;1.000
642;Ciastka;1.78;2018-11-10;szt;BISZKOPTY DESSIMO Z GALARETKĄ MALIN. W CZEK.135g;5909000775947;0.40;121104;23;0.135;235077;1.000
643;Ciastka;1.78;2018-11-10;szt;BISZKOPTY DESSIMO Z GALARETKĄ POM.W CZEK.135g;5909000775916;0.40;121104;23;0.135;235160;1.000
644;Wina spokojne;8.12;2018-11-10;szt;WINO SOPHIA R/PS 750ml;3800024937699;1.62;010107;23;0.750;235461;1.000
645;Warzywa okopowe [z];6.31;2018-11-10;kg;SELER KORZEŃ kg;5908235952604;1.90;090703;5;1.000;236476;1.498
646;Warzywa Pakowane;3.77;2018-11-10;szt;CZOSNEK POLSKI szt.;5908235956985;0.29;090402;5;1.000;236712;4.000
647;Sałaty pakowane;3.51;2018-11-10;szt;SAŁATA SRÓDZIEMNOMORSKA WYBRANE PRZEZ szt.;2499300000000;0.61;090601;8;0.120;457891;1.000
648;Warzywa okopowe [z];12.28;2018-11-10;kg;MARCHEW kg;5908235951584;5.42;090703;5;1.000;458653;4.012
649;Warzywa Pakowane;21.52;2018-11-10;szt;PIECZARKA TACKA 500g;2419500000000;6.52;090402;5;0.500;459972;4.000
650;Cytrusy [z];19.10;2018-11-10;kg;MANDARYNKA KLEMENTYNKA kg;5908235953205;-0.48;090502;8;1.000;701534;5.170
